APPCH:010,A,N23,KS,KS,VA,D,B,EY H, ,   ,FC, ,PBN,VA,D, ,      ,1203,0393,0770,0075,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N23,KS,FN23,VA,P,C,EE  ,L,   ,CF,Y,PBN,VA,D, ,      ,1147,0421,2420,0030,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N23, ,FN23,VA,P,C,E  F, ,   ,IF, ,KS,VA,D,B,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   ,VAKS,VA,P,A, ,0, ,S;
APPCH:030,N,N23, ,EN23,VA,P,C,EY E, ,   ,CF, ,KS,VA,D,B,      ,    ,    ,2420,0041, ,00202,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N23, ,KS,VA,D,B,E  M, ,   ,CF, ,KS,VA,D,B,      ,    ,    ,2420,0008,+,00570,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N23, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N23, ,KS,VA,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N23, ,KS,VA,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,0770,T010,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW05 ,     ,      ,00167, ,    , ,   ;N21184638,E070155506,0000;
RWY:RW23 ,     ,      ,00162, ,    , ,   ;N21191532,E070163123,0000;
