APPCH:010,A,GPSB,DUFEL,DUFEL,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,A,GPSB,DUFEL,BEYON,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11800,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,A,GPSB,SAGUW,SAGUW,K2,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,A,GPSB,SAGUW,ATFOW,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13400,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:030,A,GPSB,SAGUW,BEYON,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11800,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,P,GPSB, ,BEYON,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11800,     ,18000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,P,GPSB, ,APOKE,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,0060,+,11100,     ,     , ,   ,    ,   ,SIXGN,K2,P,C, ,P,P,C;
APPCH:030,P,GPSB, ,SIXGN,K2,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,    ,0050, ,10040,     ,     , ,   , 000,   , , , , , ,P,P,C;
APPCH:040,P,GPSB, ,HBU,K2,D, ,VYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:050,P,GPSB, ,HBU,K2,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0310,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,A,I06,COGRI,COGRI,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,COGRI,KEEZR,K2,P,C,E   ,R,   ,AF, ,HBU,K2,D, ,      ,2606,0093,1900,    ,+,12200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,COGRI,ONIYU,K2,P,C,EE  , ,   ,CF, ,IGUC,K2,P,I,      ,2416,0132,0620,0029,+,11400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06,HBU,HBU,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,HBU,KEEZR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,HBU,KEEZR,K2,P,C,E  C,L,   ,HF, , , , , ,      ,    ,    ,0620,T010,+,12200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I06,HBU,ONIYU,K2,P,C,EE  , ,   ,CF, ,IGUC,K2,P,I,      ,2416,0132,0620,0029,+,11400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06,MEYRS,MEYRS,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,MEYRS,KEEZR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,MEYRS,ONIYU,K2,P,C,EE  , ,   ,CF, ,IGUC,K2,P,I,      ,2416,0132,0620,0029,+,11400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I06, ,ONIYU,K2,P,C,E  I, ,   ,IF, ,IGUC,K2,P,I,      ,2416,0132,    ,    ,J,11400,10300,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I06, ,OSDUE,K2,P,C,E  F, ,   ,CF, ,IGUC,K2,P,I,      ,2416,0093,0620,0039,H,10300,10300,     , ,   ,-320,   ,HBU,K2,D, ,A,0,D,S;
APPCH:030,I,I06, ,RW06,K2,P,G,G  M, ,   ,CF, ,IGUC,K2,P,I,      ,2416,0018,0620,0075, ,07707,     ,     , ,   ,-320,   , , , , , ,0,D,S;
APPCH:040,I,I06, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I06, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I06, ,WIDIG,K2,P,C,E   , ,   ,CF, ,HBU,K2,D, ,      ,0500,0040,2300,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I06, ,HBU,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,I,I06, ,HBU,K2,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0310,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R06,HBU,HBU,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,230,    ,   , , , , , ,A,P,S;
APPCH:020,A,R06,HBU,FESPA,K2,P,C,E   , ,502,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:030,A,R06,HBU,HIVOT,K2,P,C,E   ,R,502,RF, , , , , ,005440,    ,    ,    ,0092,+,12000,     ,     , ,   ,    ,   ,AYXAF,K2,P,C, ,A,P,S;
APPCH:040,A,R06,HBU,KETNE,K2,P,C,E   ,R,502,RF, , , , , ,005080,    ,    ,    ,0063,+,12000,     ,     , ,   ,    ,   ,AXOZU,K2,P,C, ,A,P,S;
APPCH:050,A,R06,HBU,KEEZR,K2,P,C,EE B,R,502,RF, , , , , ,004740,    ,    ,    ,0052,+,11000,     ,     ,-,210,    ,   ,AKIGY,K2,P,C, ,A,P,S;
APPCH:010,A,R06,MEYRS,MEYRS,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R06,MEYRS,CIMUS,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R06,MEYRS,KEEZR,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:010,A,R06,POWES,POWES,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R06,POWES,NIKTE,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R06,POWES,KEEZR,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:010,A,R06,SKIPT,SKIPT,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R06,SKIPT,HBU,K2,D, ,V  A, ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     ,-,230,    ,   , , , , , ,A,P,S;
APPCH:030,A,R06,SKIPT,FESPA,K2,P,C,E   , ,502,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:040,A,R06,SKIPT,HIVOT,K2,P,C,E   ,R,502,RF, , , , , ,005440,    ,    ,    ,0092,+,12000,     ,     , ,   ,    ,   ,AYXAF,K2,P,C, ,A,P,S;
APPCH:050,A,R06,SKIPT,KETNE,K2,P,C,E   ,R,502,RF, , , , , ,005080,    ,    ,    ,0063,+,12000,     ,     , ,   ,    ,   ,AXOZU,K2,P,C, ,A,P,S;
APPCH:060,A,R06,SKIPT,KEEZR,K2,P,C,EE B,R,502,RF, , , , , ,004740,    ,    ,    ,0052,+,11000,     ,     ,-,210,    ,   ,AKIGY,K2,P,C, ,A,P,S;
APPCH:010,R,R06, ,KEEZR,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,R,R06, ,OSDUE,K2,P,C,E  F, ,502,TF, , , , , ,      ,    ,    ,0610,0068,+,10300,     ,     , ,   ,    ,   ,RW06,K2,P,G, ,A,P,S;
APPCH:030,R,R06, ,RW06,K2,P,G,G  M, ,302,TF, , , , , ,      ,    ,    ,0610,0075, ,07707,     ,     , ,   ,-320,   , , , , , ,A,P,S;
APPCH:040,R,R06, ,POSLY,K2,P,C,E M , ,302,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,R,R06, ,JENRO,K2,P,C,E   ,R,442,RF, , , , , ,005170,    ,    ,    ,0032, ,     ,     ,     , ,   ,    ,   ,EBEJU,K2,P,C, ,A,P,S;
