APPCH:010,A,R05,HCM,HCM,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,HCM,GAGVE,K6,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R05,HCM,GAGVE,K6,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,0500,0050,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05,HPW,HPW,K6,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,HPW,GAGVE,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R05, ,GAGVE,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R05, ,DASYA,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0500,0060,+,01700,     ,     , ,   ,    ,   ,RW05,K6,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R05, ,RW05,K6,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0500,0050, ,00086,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,00441,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R05, ,ITARE,K6,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R05, ,ITARE,K6,P,C,EE H,R,020,HM, , , , , ,      ,    ,    ,2310,0050,-,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,HCM,HCM,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R23,HCM,ITARE,K6,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R23,HCM,ITARE,K6,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,2310,0050,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,OUTLA,OUTLA,K6,E,A,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R23,OUTLA,ITARE,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R23, ,ITARE,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R23, ,FASPU,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2310,0060,+,01700,     ,     , ,   ,    ,   ,RW23,K6,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R23, ,RW23,K6,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2300,0050, ,00076,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R23, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,00441,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R23, ,GAGVE,K6,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R23, ,GAGVE,K6,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0500,0050,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,VORA,HCM,HCM,K6,D, ,V  A,L,   ,PI, ,HCM,K6,D, ,      ,0000,0000,0290,0100,+,02000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,HCM,HCM,K6,D, ,VE  , ,   ,CF, ,HCM,K6,D, ,      ,0000,0000,1640,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,HCM,K6,D, ,V  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   ,HCM,K6,D, , ,0, ,C;
APPCH:030,V,VORA, ,CIBEN,K6,P,C,EY M, ,   ,CF, ,HCM,K6,D, ,      ,1637,0087,1640,0087, ,00629,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORA, ,HCM,K6,D, ,V M ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORA, ,HCM,K6,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,1040,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW05 ,     ,      ,00041, ,    , ,   ;N37182689,W076383730,0000;
RWY:RW23 ,     ,      ,00031, ,    , ,   ;N37190522,W076375786,0000;
