APPCH:010,A,RNVE,OW2EA,OW2EA,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVE,OW2EA,OW2EI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVE,OW2EB,OW2EB,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVE,OW2EB,OW2EI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVE,OW2EC,OW2EC,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVE,OW2EC,OW2EI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVE, ,OW2EI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVE, ,OW2EF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3100,0050,+,02400,     ,     , ,   ,    ,   ,YCMW,YB,P,A, ,B,J,C;
APPCH:030,R,RNVE, ,RW31,YB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3100,0050, ,00820,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVE, ,OW2EH,YB,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVE, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,3100,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVW,OW2WD,OW2WD,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVW,OW2WD,OW2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVW,OW2WE,OW2WE,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVW,OW2WE,OW2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVW,OW2WG,OW2WG,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVW,OW2WG,OW2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVW, ,OW2WI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVW, ,OW2WF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1300,0050,+,02400,     ,     , ,   ,    ,   ,YCMW,YB,P,A, ,B,J,C;
APPCH:030,R,RNVW, ,RW13,YB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1300,0050, ,00818,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVW, ,OW2WH,YB,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVW, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,1300,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW13 ,     ,      ,00778, ,    , ,   ;S19543770,E138071440,0000;
RWY:RW31 ,     ,      ,00780, ,    , ,   ;S19550630,E138074420,0000;
