APPCH:010,A,D17,KORUK,KORUK,LT,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,06500,05500,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D17,KORUK,D349Y,LT,P,C,E   , ,   ,CF, ,IMR,LT,D, ,      ,3490,0250,1690,0050,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D17,KORUK,D349X,LT,P,C,E   , ,   ,CF, ,IMR,LT,D, ,      ,3490,0235,1690,0015,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D17,KORUK,FD17,LT,P,C,EE  , ,   ,CF, ,IMR,LT,D, ,      ,3490,0190,1690,0045,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D17, ,FD17,LT,P,C,E  F, ,   ,IF, ,IMR,LT,D, ,      ,3490,0190,    ,    ,+,02200,     ,     , ,   ,    ,   ,LTFA,LT,P,A, ,0, ,S;
APPCH:025,D,D17, ,VOR16,LT,P,C,E S , ,   ,CF, ,IMR,LT,D, ,      ,3490,0160,1690,0030,+,01100,     ,     , ,   ,-329,   , , , , , ,0, ,S;
APPCH:030,D,D17, ,MD17,LT,P,C,E  M, ,   ,CF, ,IMR,LT,D, ,      ,3490,0137,1690,0023, ,00350,     ,     , ,   ,-329,   , , , , , ,0, ,S;
APPCH:040,D,D17, ,D347J,LT,P,C,EYM , ,   ,CF, ,IMR,LT,D, ,      ,3470,0100,1670,0037, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D17, ,KORUK,LT,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I17-U,CAGKU,CAGKU,LT,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,06500,05500,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I17-U,CAGKU,D351N,LT,P,C,E   , ,   ,CF, ,IMR,LT,D, ,      ,3486,0270,1700,0030,+,03800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I17-U,CAGKU,CF17,LT,P,C,EE  , ,   ,CF, ,IKLC,LT,P,I,      ,3506,0133,1710,0027,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I17-U, ,CF17,LT,P,C,E  I, ,   ,IF, ,IKLC,LT,P,I,      ,3506,0133,    ,    ,J,03000,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I17-U, ,FF17,LT,P,C,E  F, ,   ,CF, ,IKLC,LT,P,I,      ,3506,0109,1710,0024,H,03000,03000,     , ,   ,-300,   ,LTFA,LT,P,A, ,0,D,S;
APPCH:030,I,I17-U, ,RW17,LT,P,G,G  M, ,   ,CF, ,IKLC,LT,P,I,      ,3506,0018,1710,0090, ,00063,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I17-U, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1710,    ,+,00420,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I17-U, ,D347J,LT,P,C,EY  , ,   ,CF, ,IMR,LT,D, ,      ,3470,0100,1670,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I17-U, ,CAGKU,LT,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I17-W,ADAMO,ADAMO,LT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,08000,06000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I17-W,ADAMO,KLC17,LT,P,C,E  H, ,   ,CF, ,KLC,LT,D, ,      ,3502,0170,1700,0050,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I17-W,ADAMO,CF17,LT,P,C,EE  , ,   ,CF, ,IKLC,LT,P,I,      ,3506,0133,1710,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I17-W,POKAZ,POKAZ,LT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I17-W,POKAZ,D320V,LT,P,C,E  H, ,   ,CF, ,KLC,LT,D, ,      ,3200,0220,3200,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I17-W,POKAZ,ADAMO,LT,P,C,E   ,R,   ,AF, ,KLC,LT,D, ,      ,3501,0220,3200,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I17-W,POKAZ,KLC17,LT,P,C,E   , ,   ,CF, ,KLC,LT,D, ,      ,3502,0170,1700,0050,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
