APPCH:010,A,D09,D174O,D174O,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,D174O, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3540,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D09,D174O,D264M,VO,P,C,E CB,R,   ,AF, ,TTR,VO,D, ,      ,2640,0130,1740,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D09,D174O,FD09,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,D216O,D216O,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,D216O, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0360,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,D216O,D264M,VO,P,C,E CB,R,   ,AF, ,TTR,VO,D, ,      ,2640,0130,2160,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D09,D216O,FD09,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,D264S,D264S,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,D264S,D264M,VO,P,C,E CB, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,D264S,FD09,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,D321O,D321O,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,D321O, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,D321O,D264M,VO,P,C,E CB,L,   ,AF, ,TTR,VO,D, ,      ,2640,0130,3210,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D09,D321O,FD09,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,D354O,D354O,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,D354O, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1740,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,D354O,D264M,VO,P,C,E CB,L,   ,AF, ,TTR,VO,D, ,      ,2640,0130,3540,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D09,D354O,FD09,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,TTR1,TTR,VO,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,TTR1,D284I,VO,P,C,EYC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,TTR1,FD09,VO,P,C,EE  ,L,   ,CF,Y,TTR,VO,D, ,      ,2640,0072,0840,0020,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,TTR2,TTR,VO,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,TTR2,D275H,VO,P,C,EYC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,TTR2,FD09,VO,P,C,EE  ,L,   ,CF,Y,TTR,VO,D, ,      ,2640,0072,0840,0020,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D09, ,FD09,VO,P,C,E  F, ,   ,IF, ,TTR,VO,D, ,      ,2640,0072,    ,    ,+,02300,     ,     , ,   ,    ,   ,TTR,VO,D, ,B,0, ,S;
APPCH:030,D,D09, ,MD09,VO,P,C,E  M, ,   ,CF, ,TTR,VO,D, ,      ,2640,0020,0840,0052, ,00646,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D09, ,TTR,VO,D, ,V M , ,   ,CF, ,TTR,VO,D, ,      ,0000,0000,0840,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D09, ,TTR,VO,D, ,V   , ,   ,FA, ,TTR,VO,D, ,      ,0000,0000,0840,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D09, ,TTR,VO,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02300,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:070,D,D09, ,TTR,VO,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,2840,T010,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27,D002N,D002N,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D27,D002N, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1820,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D27,D002N,D092L,VO,P,C,E CB,R,   ,AF, ,TTR,VO,D, ,      ,0920,0120,0020,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D27,D002N,FD27,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27,D034N,D034N,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D27,D034N, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2140,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D27,D034N,D092L,VO,P,C,E CB,R,   ,AF, ,TTR,VO,D, ,      ,0920,0120,0340,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D27,D034N,FD27,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27,D053N,D053N,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D27,D053N, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D27,D053N,D092L,VO,P,C,E CB,R,   ,AF, ,TTR,VO,D, ,      ,0920,0120,0530,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D27,D053N,FD27,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27,D150N,D150N,VO,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D27,D150N, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D27,D150N,D092L,VO,P,C,E CB,L,   ,AF, ,TTR,VO,D, ,      ,0920,0120,1500,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D27,D150N,FD27,VO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
