APPCH:010,A,RNVB,DURAC,DURAC,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,DURAC,DURAC,K5,P,C,EE H,R,   ,HF, , , , , ,      ,    ,    ,1820,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,DURAC,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,CEDIT,K5,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1820,0063,+,02000,     ,     , ,   ,    ,   ,RW18,K5,P,G, ,B,J,C;
APPCH:030,R,RNVB, ,RW18,K5,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1830,0040, ,00736,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1830,    ,+,01096,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,DURAC,K5,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVB, ,DURAC,K5,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1820,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW18 ,     ,      ,00696, ,    , ,   ;N42210342,W083272338,0000;
RWY:RW36 ,     ,      ,00685, ,    , ,   ;N42204070,W083272217,0000;
