APPCH:010,A,R16,OREYI,OREYI,K4,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1510,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R16, ,OREYI,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R16, ,ZOXEK,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1510,0060,+,02300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R16, ,JIKEG,K4,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1510,0034,+,01200,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R16, ,RW16,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1510,0020, ,00573,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R16, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1510,    ,+,00860,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R16, ,WEROV,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R16, ,WEROV,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3310,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R34,WEROV,WEROV,K4,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,3310,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R34, ,WEROV,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R34, ,ZIXAD,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3310,0060,+,02300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R34, ,LOGBE,K4,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,3310,0040,+,01020,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R34, ,RW34,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3310,0014, ,00568,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R34, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3310,    ,+,00820,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R34, ,OREYI,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R34, ,OREYI,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1510,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW16 ,     ,      ,00533, ,    , ,   ;N27254517,W098362920,0000;
RWY:RW34 ,     ,      ,00528, ,    , ,   ;N27245074,W098360223,0000;
