APPCH:010,A,D34,YBK,YBK,CY,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D34,YBK,TERAH,CY,P,C,E  A, ,   ,CF, ,YBK,CY,D, ,      ,1543,0050,154T,0050,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D34,YBK,TERAH,CY,P,C,E   ,R,   ,PI, ,YBK,CY,D, ,      ,1542,0050,109T,0100,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D34,YBK,TERAH,CY,P,C,EE  , ,   ,CF, ,YBK,CY,D, ,      ,1542,0050,334T,0080,+,01060,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D34, ,TERAH,CY,P,C,E  F, ,   ,IF, ,YBK,CY,D, ,      ,1542,0050,    ,    ,+,01060,     ,18000, ,   ,    ,   ,YBK,CY,D, , ,0, ,S;
APPCH:030,D,D34, ,RW34,CY,P,G,G  M, ,   ,CF, ,YBK,CY,D, ,      ,1543,0019,334T,0031, ,00062,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D34, ,YBK,CY,D, ,V M , ,   ,CF, ,YBK,CY,D, ,      ,0000,0000,334T,0019, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D34, ,YBK,CY,D, ,V   , ,   ,FA, ,YBK,CY,D, ,      ,0000,0000,334T,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D34, ,YBK,CY,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D34, ,YBK,CY,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,334T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,R16,EPSIP,EPSIP,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R16,EPSIP,LOPRU,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R16,ILIVA,ILIVA,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R16,ILIVA,LOPRU,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R16, ,LOPRU,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R16, ,NOVOL,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,161T,0060,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R16, ,RW16,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,162T,0040, ,00112,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R16, ,DURIR,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R16, ,DURIR,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,162T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R34,DENPO,DENPO,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R34,DENPO,IRGUX,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R34,ETKUT,ETKUT,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R34,ETKUT,IRGUX,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R34, ,IRGUX,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R34, ,NABUV,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,342T,0058,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R34, ,RW34,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,342T,0042, ,00062,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R34, ,OVBAB,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,01600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R34, ,OVBAB,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,342T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,VRAT,YBK,YBK,CY,D, ,V  A,R,   ,PI, ,YBK,CY,D, ,      ,0000,0000,288T,0100,+,02000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VRAT,YBK,YBK,CY,D, ,VE  , ,   ,CF, ,YBK,CY,D, ,      ,0000,0000,153T,0080,+,01100,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VRAT, ,YBK,CY,D, ,V  F, ,   ,IF, ,YBK,CY,D, ,      ,0000,0000,    ,    ,+,01100,     ,18000, ,   ,    ,   ,YBK,CY,D, , ,0, ,C;
APPCH:030,V,VRAT, ,MA153,CY,P,C,E  M, ,   ,CF, ,YBK,CY,D, ,      ,1526,0012,153T,0012, ,00112,     ,     , ,   ,-778,   , , , , , ,0, ,C;
APPCH:040,V,VRAT, ,MA153,CY,P,C,E M , ,   ,FA, ,YBK,CY,D, ,      ,1526,0012,153T,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VRAT, ,YBK,CY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,01600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VRAT, ,YBK,CY,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,153T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,C;
RWY:RW16 ,     ,      ,00061, ,    , ,   ;N64181532,W096045459,0000;
RWY:RW34 ,+1170,      ,00012, ,    , ,   ;N64173614,W096042452,0000;
