APPCH:010,A,D16,DWI1,DWI,VY,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,07500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D16,DWI1,DWI,VY,D, ,V   , ,   ,FD, ,DWI,VY,D, ,      ,0000,0000,0090,0075,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D16,DWI1,FF16,VY,P,C,EE  ,L,   ,CF,Y,DWI,VY,D, ,      ,3360,0060,1560,0015,+,01850,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D16,DWI2,DWI,VY,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,07500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D16,DWI2,DWI,VY,D, ,V   , ,   ,FD, ,DWI,VY,D, ,      ,0000,0000,3480,0075,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D16,DWI2,FF16,VY,P,C,EE  ,L,   ,CF,Y,DWI,VY,D, ,      ,3360,0060,1560,0015,+,01850,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D16, ,FF16,VY,P,C,E  F, ,   ,IF, ,DWI,VY,D, ,      ,3360,0060,    ,    ,+,01850,     ,07500, ,   ,    ,   ,DWI,VY,D, , ,0, ,S;
APPCH:030,D,D16, ,RW16,VY,P,G,G  M, ,   ,CF, ,DWI,VY,D, ,      ,3300,0006,1560,0054, ,00123,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D16, ,DWI,VY,D, ,VYM , ,   ,CF, ,DWI,VY,D, ,      ,0000,0000,1560,0006, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D16, ,D177H,VY,P,C,EY  , ,   ,CF, ,DWI,VY,D, ,      ,1770,0080,1770,0080, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D16, ,DWI,VY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D16, ,DWI,VY,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0090,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW16 ,     ,      ,00073, ,    , ,   ;N14063271,E098120561,1369;
RWY:RW34 ,     ,      ,00084, ,    , ,   ;N14045587,E098124826,0000;
