APPCH:010,A,I27,CGT,CGT,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I27,CGT,SEDLY,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I27,CGT,SEDLY,K5,E,A,EE A,L,   ,PI, ,CGT,K5,D, ,      ,0941,0315,1370,0100,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I27, ,FF27,K5,P,C,E  I, ,   ,IF, ,IVPZ,K5,P,I,      ,0921,0125,    ,    ,I,02600,02600,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I27, ,SEDLY,K5,E,A,E  F, ,   ,CF, ,IVPZ,K5,P,I,      ,0921,0065,2720,0060,G,02600,02528,     , ,   ,-300,   ,VP,K5,P,N, ,0,N,S;
APPCH:030,I,I27, ,RW27,K5,P,G,G  M, ,   ,CF, ,IVPZ,K5,P,I,      ,0921,0013,2720,0053, ,00820,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I27, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2720,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I27, ,SEDLY,K5,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I27, ,SEDLY,K5,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,2720,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R09,FLABE,FLABE,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R09,FLABE,FLABE,K5,P,C,EE H,R,   ,HF, , , , , ,      ,    ,    ,0920,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R09,ZONYU,ZONYU,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R09,ZONYU,FLABE,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R09, ,FLABE,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R09, ,OCAVE,K5,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0920,0061,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
