APPCH:010,A,R06,OTANO,OTANO,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R06,OTANO,VOKEN,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     ,-,180,    ,   , , , , , ,A,J,S;
APPCH:010,A,R06,SOOKE,SOOKE,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R06,SOOKE,VOKEN,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     ,-,180,    ,   , , , , , ,A,J,S;
APPCH:010,R,R06, ,VOKEN,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000,-,180,    ,   , , , , , ,A,J,S;
APPCH:020,R,R06, ,XULPI,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0640,0050,+,02000,     ,     , ,   ,    ,   ,RW06,CY,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R06, ,ROVRA,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,0640,0034,+,00920,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R06, ,RW06,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0640,0018, ,00351,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R06, ,TEVOT,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R06, ,TEVOT,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0640,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R24,JULAN,JULAN,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R24,JULAN,AGDUS,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     ,-,180,    ,   , , , , , ,A,J,S;
APPCH:010,A,R24,LIDET,LIDET,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R24,LIDET,AGDUS,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     ,-,180,    ,   , , , , , ,A,J,S;
APPCH:010,R,R24, ,AGDUS,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,18000,-,180,    ,   , , , , , ,A,J,S;
APPCH:020,R,R24, ,DURUD,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2450,0060,+,01900,     ,     , ,   ,    ,   ,RW24,CY,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R24, ,RW24,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2440,0051, ,00288,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R24, ,AGPEG,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R24, ,AGPEG,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,2440,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW06 ,     ,      ,00311, ,    , ,   ;N45362411,W062374323,0000;
RWY:RW24 ,     ,      ,00248, ,    , ,   ;N45370099,W062364883,0000;
