APPCH:010,A,D11,D255L,D255L,YB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,D255L,D271L,YB,P,C,E  A,R,   ,AF, ,PN,YB,D, ,      ,2710,0120,2550,    ,+,03600,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,D255L,D294L,YB,P,C,E   ,R,   ,AF, ,PN,YB,D, ,      ,2940,0120,2710,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D11,D255L,CF11,YB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,D294L,D294L,YB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,11000,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,D294L,CF11,YB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,D319L,D319L,YB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,11000,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,D319L,D294L,YB,P,C,E   ,L,   ,AF, ,PN,YB,D, ,      ,2940,0120,3190,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,D319L,CF11,YB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,PN,PN,YB,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,11000,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,PN,PN,YB,D, ,V   , ,   ,FD, ,PN,YB,D, ,      ,0000,0000,3130,0100, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,PN,CF11,YB,P,C,EE  ,L,   ,CF,Y,PN,YB,D, ,      ,2940,0100,1140,0010,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D11, ,CF11,YB,P,C,E  I, ,   ,IF, ,PN,YB,D, ,      ,2940,0100,    ,    ,+,03100,     ,11000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D11, ,FF11,YB,P,C,E  F, ,   ,CF, ,PN,YB,D, ,      ,2940,0090,1140,0010,+,02800,     ,     , ,   ,    ,   ,PN,YB,D, , ,0, ,S;
APPCH:023,D,D11, ,60VOR,YB,P,C,E S , ,   ,CF, ,PN,YB,D, ,      ,2940,0060,1140,0030,+,01830,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:027,D,D11, ,30VOR,YB,P,C,E S , ,   ,CF, ,PN,YB,D, ,      ,2940,0030,1140,0030,+,00870,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D11, ,RW11,YB,P,G,G  M, ,   ,CF, ,PN,YB,D, ,      ,3007,0006,1140,0024, ,00108,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D11, ,PN,YB,D, ,VYM , ,   ,CF, ,PN,YB,D, ,      ,0000,0000,1140,0006, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D11, , , , , , E  , ,   ,CA, , , , , ,      ,    ,    ,1140,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R11,PR2WD,PR2WD,YB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,PR2WD,PR2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03610,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,PR2WE,PR2WE,YB,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,PR2WE,PR2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03610,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,PR2WG,PR2WG,YB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,PR2WG,PR2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03610,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R11, ,PR2WI,YB,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03610,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R11, ,PR2WF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1190,0050,+,02020,     ,     , ,   ,-300,   ,YBPN,YB,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R11, ,PR2WM,YB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1190,0050, ,00426,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R11, ,PR2WH,YB,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R11, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R11, , , , , , E  ,R,   ,VM,Y, , , , ,      ,    ,    ,2770,    ,+,05100,     ,     ,-,200,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,PPPEA,PPPEA,YB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,PPPEA,PPPEI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03450,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,PPPEB,PPPEB,YB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,PPPEB,PPPEI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03450,     ,     , ,   ,    ,   , , , , , ,B,J,S;
