APPCH:010,A,R06,MHUWD,MHUWD,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,MHUWD,MHUWI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06,MHUWE,MHUWE,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,MHUWE,MHUWI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06,MHUWG,MHUWG,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,MHUWG,MHUWI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R06, ,MHUWI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R06, ,MHUWF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0650,0050,+,01780,     ,     , ,   ,    ,   ,YMHU,YB,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R06, ,RW06,YB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0650,0050, ,00186,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R06, ,MHUWH,YB,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R06, , , , , , E  ,R,010,VM,Y, , , , ,      ,    ,    ,2250,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R24,MHUEA,MHUEA,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,MHUEA,MHUEI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R24,MHUEB,MHUEB,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,MHUEB,MHUEI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R24,MHUEC,MHUEC,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,MHUEC,MHUEI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R24, ,MHUEI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R24, ,MHUEF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2450,0050,+,01770,     ,     , ,   ,    ,   ,YMHU,YB,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R24, ,RW24,YB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2450,0050, ,00179,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R24, ,MHUEH,YB,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R24, , , , , , E  ,L,010,VM,Y, , , , ,      ,    ,    ,0900,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW06 ,-0300,      ,00136, ,    , ,   ;S16265548,E136035101,0000;
RWY:RW24 ,     ,      ,00129, ,    , ,   ;S16262674,E136050985,0000;
