APPCH:010,A,S19,LFA,LFA,SV,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S19,LFA,LFA,SV,D, ,V   ,L,   ,PI, ,CUC,SK,D, ,      ,0464,0234,0500,0100,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S19,LFA,FF19,SV,P,C,EE  , ,   ,CF, ,CUC,SK,D, ,      ,0393,0274,1850,0050,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S19, ,FF19,SV,P,C,E  F, ,   ,IF, ,LFA,SV,D, ,      ,0050,0050,    ,    ,+,01800,     ,     , ,   ,    ,   ,LFA,SV,D, , ,0, ,S;
APPCH:030,S,S19, ,RW19,SV,P,G,G  M, ,   ,CF, ,LFA,SV,D, ,      ,3599,0004,1850,0046, ,00335,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S19, ,LFA,SV,D, ,V M , ,   ,CF, ,CUC,SK,D, ,      ,0464,0234,1850,0004, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S19, , , , , ,    ,R,   ,VA,Y, , , , ,      ,    ,    ,0050,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S19, ,LFA,SV,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S19, ,LFA,SV,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0050,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW01 ,-0540,      ,00322, ,    , ,   ;N08134798,W072161557,0000;
RWY:RW19 ,+0540,      ,00285, ,    , ,   ;N08145390,W072161556,0000;
