APPCH:010,A,R09,NH2WD,NH2WD,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,NH2WD,NH2WI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,NH2WE,NH2WE,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,NH2WE,NH2WI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,NH2WG,NH2WG,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,NH2WG,NH2WI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,NH2WI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,NH2WF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0930,0050,+,02070,     ,     , ,   ,    ,   ,YNHL,YM,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R09, ,RW09,YM,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0930,0050, ,00481,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R09, ,NH2WH,YM,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,0930,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,NH2EA,NH2EA,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,NH2EA,NH2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,NH2EB,NH2EB,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,NH2EB,NH2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,NH2EC,NH2EC,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,NH2EC,NH2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R27, ,NH2EI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R27, ,NH2EF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2600,0050,+,02340,     ,     , ,   ,    ,   ,YNHL,YM,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,NH2EM,YM,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2600,0050, ,00742,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R27, ,NH2EH,YM,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R27, , , , , , E  ,R,010,VM,Y, , , , ,      ,    ,    ,0500,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW09 ,     ,      ,00431, ,    , ,   ;S36183518,E141382963,0000;
RWY:RW18 ,     ,      ,00432, ,    , ,   ;S36182526,E141383780,0000;
RWY:RW27 ,     ,      ,00455, ,    , ,   ;S36184219,E141390876,0000;
RWY:RW36 ,     ,      ,00426, ,    , ,   ;S36190072,E141383225,0000;
