APPCH:010,A,R02,CIPUL,CIPUL,K5,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0260,0040,+,03600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R02, ,CIPUL,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R02, ,NIYIK,K5,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0260,0050,+,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R02, ,RW02,K5,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0260,0058, ,01068,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R02, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0260,    ,+,01228,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R02, ,IDABE,K5,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R02, ,IDABE,K5,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2060,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R20,IDABE,IDABE,K5,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,2060,0040,+,03600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R20, ,IDABE,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R20, ,SOVSE,K5,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2060,0050,+,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R20, ,UNICI,K5,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,2060,0028,+,02000,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R20, ,RW20,K5,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,2060,0030, ,01050,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R20, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2060,    ,+,01270,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R20, ,CIPUL,K5,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R20, ,CIPUL,K5,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0260,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW02 ,     ,      ,01028, ,    , ,   ;N38122837,W083352696,0000;
RWY:RW20 ,     ,      ,01010, ,    , ,   ;N38131958,W083350386,0000;
