APPCH:010,A,R05,TA2WE,TA2WE,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,TA2WE,TA2WI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05,TA2WG,TA2WG,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,TA2WG,TA2WI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05,TA2WJ,TA2WJ,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,TA2WJ,TA2WI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R05, ,TA2WI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R05, ,TA2WF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0500,0050,+,02550,     ,     , ,   ,    ,   ,YTEM,YM,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R05, ,RW05,YM,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0500,0050, ,00961,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R05, ,TA2WH,YM,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R05, , , , , , E  ,L,010,VM,Y, , , , ,      ,    ,    ,2400,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,TA2EK,TA2EK,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R23,TA2EK,TA2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,TA2EL,TA2EL,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R23,TA2EL,TA2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,TA2EN,TA2EN,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R23,TA2EN,TA2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R23, ,TA2EI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R23, ,TA2EF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2300,0050,+,02540,     ,     , ,   ,    ,   ,YTEM,YM,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R23, ,RW23,YM,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2300,0050, ,00952,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R23, ,TA2EH,YM,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R23, , , , , , E  ,R,010,VM,Y, , , , ,      ,    ,    ,0110,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW05 ,-0500,      ,00911, ,    , ,   ;S34253313,E147294284,0000;
RWY:RW09 ,     ,      ,00905, ,    , ,   ;S34251835,E147302744,0000;
RWY:RW18 ,     ,      ,00900, ,    , ,   ;S34250636,E147305362,0000;
RWY:RW23 ,-0500,      ,00902, ,    , ,   ;S34250284,E147305126,0197;
RWY:RW27 ,     ,      ,00905, ,    , ,   ;S34252244,E147305899,0000;
RWY:RW36 ,     ,      ,00916, ,    , ,   ;S34254938,E147304549,0046;
