APPCH:010,A,RNVA,CHARO,CHARO,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,CHARO,WOMRI,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,WOMRI,WOMRI,K7,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,0580,0040,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,WOMRI,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,ZISMU,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0580,0043,+,01700,     ,     , ,   ,    ,   ,X06,K7,P,A, ,B,J,C;
APPCH:025,R,RNVA, ,VUYUY,K7,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,0580,0031,+,00720,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:030,R,RNVA, ,RW06,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0580,0020, ,00100,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0580,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,ROGAN,K7,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,ROGAN,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1390,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,CAXOB,CAXOB,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,2380,0040,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,RINSE,RINSE,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,RINSE,CAXOB,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,CAXOB,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,YIDUN,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2380,0043,+,01700,     ,     , ,   ,    ,   ,X06,K7,P,A, ,B,J,C;
APPCH:025,R,RNVB, ,OYIVO,K7,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,2380,0030,+,00740,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:030,R,RNVB, ,RW24,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2380,0020, ,00103,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2380,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,ROGAN,K7,E,A,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVB, ,ROGAN,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1390,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW06 ,     ,      ,00059, ,    , ,   ;N27113302,W081503026,0000;
RWY:RW14 ,     ,      ,00061, ,    , ,   ;N27114442,W081502659,0775;
RWY:RW24 ,     ,      ,00062, ,    , ,   ;N27115537,W081495779,0000;
RWY:RW32 ,     ,      ,00060, ,    , ,   ;N27113842,W081501948,0743;
