APPCH:010,A,D09,ETLAX,ETLAX,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,ETLAX,D269Q,FY,P,C,E   ,R,   ,AF, ,WBV,FY,D, ,      ,2690,0170,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,ETLAX,APLIN,FY,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,NEXET,NEXET,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,NEXET,D269Q,FY,P,C,E   ,R,   ,AF, ,WBV,FY,D, ,      ,2690,0170,1150,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,NEXET,APLIN,FY,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09,WBV,WBV,FY,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,WBV,WBV,FY,D, ,V   , ,   ,FD, ,WBV,FY,D, ,      ,0000,0000,2390,0150,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,WBV, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2390,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D09,WBV,D269Q,FY,P,C,E   ,R,   ,AF, ,WBV,FY,D, ,      ,2690,0170,2390,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D09,WBV,APLIN,FY,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D09, ,APLIN,FY,P,C,E  I, ,   ,IF, ,WBV,FY,D, ,      ,2692,0150,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D09, ,FD09,FY,P,C,E  F, ,   ,CF, ,WBV,FY,D, ,      ,2692,0070,0890,0080,+,02280,     ,     , ,   ,    ,   ,WBV,FY,D, , ,0, ,S;
APPCH:030,D,D09, ,MD09,FY,P,C,E  M, ,   ,CF, ,WBV,FY,D, ,      ,2692,0015,0890,0055, ,00526,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D09, ,MD09,FY,P,C,E M , ,   ,FD, ,WBV,FY,D, ,      ,2692,0015,0890,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D09, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2690,    , ,     ,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:060,D,D09, ,WBV,FY,D, ,V   , ,   ,FD, ,WBV,FY,D, ,      ,0000,0000,2390,0150, ,     ,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:070,D,D09, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2390,    , ,     ,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:080,D,D09, ,D269Q,FY,P,C,E   ,R,   ,AF, ,WBV,FY,D, ,      ,2690,0170,2390,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:090,D,D09, ,APLIN,FY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:100,D,D09, ,APLIN,FY,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0890,T010,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27,ETLAX,ETLAX,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D27,ETLAX,D083Q,FY,P,C,E   ,L,   ,AF, ,WBV,FY,D, ,      ,0830,0170,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D27,ETLAX,SCANO,FY,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27,NEXET,NEXET,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D27,NEXET,D083Q,FY,P,C,E   ,L,   ,AF, ,WBV,FY,D, ,      ,0830,0170,1150,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
