APPCH:010,A,D25,CHE,CHE,K2,D, ,V  A,L,   ,PI, ,CHE,K2,D, ,      ,0000,0000,1390,0100,+,11300,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D25,CHE,CHE,K2,D, ,VE  , ,   ,CF, ,CHE,K2,D, ,      ,0000,0000,2740,0080,+,09300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D25,LORIN,LORIN,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D25,LORIN,JABIX,K2,P,C,E  B,R,   ,AF, ,CHE,K2,D, ,      ,0940,0100,0760,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D25,LORIN,CHE,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D25, ,CHE,K2,D, ,V  F, ,   ,IF, ,CHE,K2,D, ,      ,0000,0000,    ,    ,+,09300,     ,18000, ,   ,    ,   ,CHE,K2,D, , ,0, ,S;
APPCH:025,D,D25, ,ZUPGI,K2,P,C,E S , ,   ,CF, ,CHE,K2,D, ,      ,2474,0037,2470,0037,+,08100,     ,     , ,   ,-302,   , , , , , ,0, ,S;
APPCH:030,D,D25, ,RW25,K2,P,G,G  M, ,   ,CF, ,CHE,K2,D, ,      ,2474,0096,2470,0058, ,06229,     ,     , ,   ,-302,   , , , , , ,0, ,S;
APPCH:040,D,D25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2470,    ,+,06600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D25, ,STRIM,K2,E,A,E   , ,   ,CF, ,CHE,K2,D, ,      ,2519,0246,2520,0140,+,10000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D25, ,STRIM,K2,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0720,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R07,STRIM,STRIM,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R07,STRIM,TEVRE,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R07, ,TEVRE,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R07, ,PUQHO,K2,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0740,0038,+,07900,     ,     , ,   ,    ,   ,MOZCA,K2,P,C, ,A,J,S;
PRDAT:A,        LP, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R07, ,ANEAR,K2,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,0740,0025,+,07100,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R07, ,MOZCA,K2,P,C,E  M, ,302,TF, , , , , ,      ,    ,    ,0740,0020, ,06481,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R07, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0740,    ,+,06598,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R07, ,CHE,K2,D, ,V   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R07, ,CHE,K2,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1080,0070,+,10000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,ECHOA,ECHOA,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,ECHOA,LORIN,K2,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R25,ECHOA,WUXEK,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R25,ECHOA,CHEMO,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,EGFAX,EGFAX,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,EGFAX,ZADNA,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R25,EGFAX,CHEMO,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,HAHNS,HAHNS,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,HAHNS,VAREQ,K2,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,11300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
