APPCH:010,A,R08,RVIER,RVIER,K4,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,0810,0040,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R08, ,RVIER,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R08, ,NIKLS,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0810,0060,+,01600,     ,     , ,   ,    ,   ,RW08,K4,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R08, ,RW08,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0810,0048, ,00062,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R08, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0810,    ,+,00409,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R08, ,RVIER,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R08, ,RVIER,K4,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0810,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW08 ,     ,      ,00007, ,    , ,   ;N29445036,W090501538,0000;
RWY:RW26 ,     ,      ,00009, ,    , ,   ;N29445360,W090494259,0090;
