APPCH:010,A,R22,GDINA,GDINA,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,GDINA,GDINI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R22,GDINC,GDINC,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,GDINC,GDINI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R22,GDIND,GDIND,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,GDIND,GDINI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R22, ,GDINI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R22, ,GDINF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2120,0050,+,02440,     ,     , ,   ,    ,   ,YGDI,YB,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R22, ,GDINM,YB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2120,0050, ,00846,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R22, ,GDINH,YB,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R22, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,2120,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,RNVS,GDISE,GDISE,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVS,GDISE,GDISI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVS,GDISG,GDISG,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVS,GDISG,GDISI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVS,GDISJ,GDISJ,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVS,GDISJ,GDISI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVS, ,GDISI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVS, ,GDISF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0320,0050,+,02350,     ,     , ,   ,    ,   ,YGDI,YB,P,A, ,B,J,C;
APPCH:030,R,RNVS, ,GDISM,YB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0320,0050, ,00761,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVS, ,GDISH,YB,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVS, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,0320,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW04 ,-0100,      ,00711, ,    , ,   ;S28313728,E150185598,0000;
RWY:RW12 ,     ,      ,00711, ,    , ,   ;S28311465,E150190427,0000;
RWY:RW22 ,     ,      ,00710, ,    , ,   ;S28310497,E150192903,0000;
RWY:RW30 ,-0100,      ,00713, ,    , ,   ;S28313178,E150192620,0000;
